id,champion_id,slot,name,description,image_path
176,36,P,シーファイター,ユニットをすり抜け、すべてのダメージソースから受けるダメージを一定量軽減させる。,/img/spell/Fizz_P.png
177,36,Q,ウニトゲストライク,対象に向かって突進し反対側へ突き抜ける。命中した対象に魔法ダメージを与え、通常攻撃時効果を発動する。,/img/spell/FizzQ.png
178,36,W,シートライデント,自動効果で通常攻撃が敵を出血させ、数秒間かけて魔法ダメージを与える。発動すると次の通常攻撃を強化して追加ダメージを与え、少しの間だけその後の通常攻撃が強化される。,/img/spell/FizzW.png
179,36,E,プレイ/トリックスター,地面に槍を突き立て飛び上がった後、槍の上に器用に乗って敵から対象指定されなくなる。この状態からその場に着地、または再度ジャンプして別の指定地点に着地し範囲内の敵にダメージを与える。,/img/spell/FizzE.png
180,36,R,フィッシング,撒き餌として魚を1匹発射する。魚が命中した敵チャンピオンはスロウ状態になり周囲を魚が旋回する。短時間後、地面から巨大なサメが飛びだして対象をノックアップさせ、周囲の敵を横に跳ね飛ばす。命中した敵は全員魔法ダメージとスロウ効果を受ける。,/img/spell/FizzR.png
181,37,P,巨像の一撃,数秒毎に、通常攻撃が一定範囲に追加魔法ダメージを与える。,/img/spell/Galio_Passive.png
182,37,Q,戦の旋風,2つの突風を巻き起こす。突風同士は重なり合い、継続ダメージを与える巨大な竜巻となる。,/img/spell/GalioQ.png
183,37,W,デュランドの守り,防御の構えを取り移動速度が低下する。構えを解くと、周囲の敵ユニットにタウント効果とダメージを与える。,/img/spell/GalioW.png
184,37,E,正義の鉄拳,少し下がってから前方に突進し、最初に当たった敵チャンピオンをノックアップする。,/img/spell/GalioE.png
185,37,R,英雄降臨,味方1体の位置を着地点として指定し、範囲内のすべての味方に魔法ダメージを防ぐシールドを付与する。少ししてから、着地点に向かって落下し、周囲の敵をノックアップする。,/img/spell/GalioR.png
186,38,P,背水の銃剣,数秒毎に近接攻撃で敵に火を点ける。,/img/spell/Gangplank_Passive.png
187,38,Q,偽りの発砲,対象を撃ち抜き、そのユニットを倒すことでゴールドを奪うことができる。,/img/spell/GangplankQWrapper.png
188,38,W,壊血病治癒,オレンジをかじり、自身が受けている行動妨害効果を解消し、体力を回復する。,/img/spell/GangplankW.png
189,38,E,火薬樽,指定地点に火薬樽を設置する。火薬樽はガングプランクが攻撃すると爆発し、範囲内の敵にその攻撃と同じダメージを与え、スロウ効果を付与する。,/img/spell/GangplankE.png
190,38,R,一斉砲撃,海賊船に合図を送って指定したエリアを砲撃させ、効果範囲内の敵にスロウ効果とダメージを与える。,/img/spell/GangplankR.png
191,39,P,タフガイ,一定時間ダメージや敵のスキルを受けていなければ、毎秒最大体力の一定割合を回復する。,/img/spell/Garen_Passive.png
192,39,Q,断固たる一撃,自身にかけられたスロウ効果を解除し、移動速度が増加する。次の攻撃で敵の急所を斬りつけて追加ダメージを与え、サイレンス効果を付与する。,/img/spell/GarenQ.png
193,39,W,勇気の護り,自動効果: 敵ユニットを倒すたびに物理防御と魔法防御が増加する。<br><br>発動効果: 瞬間的にシールドと行動妨害耐性を獲得し、その後は軽減率が低下するものの、ダメージ軽減効果が長い時間持続する。,/img/spell/GarenW.png
194,39,E,ジャッジメント,高速で回転しながら剣を振り回し、周囲の敵に物理ダメージを与える。,/img/spell/GarenE.png
195,39,R,デマーシアの正義,デマーシア魂を燃え上がらせ、指定した敵チャンピオンに必殺の一撃を繰り出す。,/img/spell/GarenR.png
196,40,P,ぷんすこ,ナーは戦闘中に「怒り」が溜まっていく。「怒り」が最大の状態でスキルを使用するとメガナーに変身し、ステータスとスキルが変化する。,/img/spell/Gnar_Passive.png
197,40,Q,ブーメラン/ぽいっ,ナーが投げるブーメランは、命中した敵にダメージとスロウ効果を与える。戻ってきたブーメランをキャッチすると、クールダウンが短縮される。<br><br>メガナーは、ブーメランのかわりに岩石を投げる。敵に命中するとその場に落下して、付近の敵すべてにダメージとスロウ効果を与える。落ちた岩石を拾うとクールダウンが短縮される。,/img/spell/GnarQ.png
198,40,W,ごきげん/こてんぱん,ナーが通常攻撃とスキルで相手にマークをつけるようになる。マークがたまった敵を攻撃するとナーは興奮し、追加ダメージを与えて移動速度が増加する。<br><br>メガナーは興奮を通りこし、怒りが爆発する。片腕を目の前におもいきり振り下ろし、範囲内の敵ユニットにダメージを与えてスタン効果を付与する。,/img/spell/GnarW.png
199,40,E,ぴょんぴょん/ドーン！,ナーがジャンプする。ユニットの上に着地すると、頭の上をはねてさらに遠くまでジャンプする。<br><br>メガナーは体が大きすぎて弾まない。そのかわり、着地するときに体をたたきつけて衝撃波をうみだし、周囲の敵にダメージを与える。着地地点にいる敵にはスロウ効果を与える。,/img/spell/GnarE.png
200,40,R,ナー！,メガナーが周りのモノを根こそぎ指定方向へ投げ、命中した敵にダメージとスロウ効果を与える。投げられた敵が壁にぶつかるとスタン状態になり、追加ダメージを受ける。,/img/spell/GnarR.png
201,41,P,ハッピーアワー,一定時間ごとにスキル使用時に体力を回復する。,/img/spell/GragasPassiveHeal.png
202,41,Q,タル転がし,指定地点にタルを転がし、4秒後に爆発させる。タルは自分で起爆させることもできる。時間経過とともに爆発の威力が増加する。爆風を浴びた敵はスロウ状態になる。,/img/spell/GragasQ.png
203,41,W,飲みすぎ注意,最新の醸造酒を1秒間試飲し、飲み終えると騒々しく好戦的になる。効果時間中は受けるダメージが軽減され、次の通常攻撃で付近のすべての敵に魔法ダメージを与える。,/img/spell/GragasW.png
204,41,E,ボディスラム,指定方向へ突進し、最初に衝突した敵ユニットとその周囲の敵にダメージを与え、ノックバックとスタンを付与する。,/img/spell/GragasE.png
205,41,R,ワシの奢りじゃ！,指定地点にタルを放り投げる。着弾したタルは大爆発し、爆発範囲内の敵ユニットにダメージを与えてノックバックさせる。,/img/spell/GragasR.png
206,42,P,ニュー・デスティニー,ショットガンには独特の特性がある。弾を撃ち尽くしたらリロードが必要となる。通常攻撃は弾丸を4発発射する。弾丸はユニットを貫通しない。チャンピオン以外のユニットは、複数の弾丸が命中するとノックバックする。,/img/spell/GravesTrueGrit.png
207,42,Q,エンドライン,爆薬の詰まった弾を発射する。弾は発射してから1秒後、あるいは地形に当たると爆発する。,/img/spell/GravesQLineSpell.png
208,42,W,スモークスクリーン,指定地点に発煙弾を発射し、煙幕を発生させて範囲内の敵の視界を低下させる。着弾時の爆発に巻き込まれた敵は魔法ダメージを受け、一時的に移動速度が低下する。,/img/spell/GravesSmokeGrenade.png
209,42,E,クイックドロー,グレイブスが前方にダッシュして物理防御と魔法防御が数秒間増加する。敵チャンピオンに向かってダッシュすると、代わりに「確固たる信念」を2スタック獲得する。敵ユニットに通常攻撃を行うと、このスキルのクールダウンが短縮され、防御力増加時間が更新される。,/img/spell/GravesMove.png
210,42,R,コラテラルダメージ,強力な炸裂弾を発射して、最初に命中した敵チャンピオンに大ダメージを与える。弾は敵チャンピオンに命中するか、最大射程に達すると炸裂し、扇状の範囲内にいる敵にダメージを与える。,/img/spell/GravesChargeShot.png
211,43,P,裁断,通常攻撃が対象の体力に応じて追加魔法ダメージを与える。この効果でチャンピオンに与えたダメージの一定割合を体力として回復する。 ,/img/spell/Gwen_Passive.png
212,43,Q,チョキチョキッ！,ハサミで扇状の範囲を最大6回切りつけて魔法ダメージを与える。範囲の中心にいるユニットには確定ダメージを与え、切るたびに固有スキルの効果を適用する。,/img/spell/GwenQ.png
213,43,W,聖なる霧,霧を召喚して、霧の外にいる敵から身を守る。霧の中にいる敵からしか対象指定されない。,/img/spell/GwenW.png
214,43,E,スキップスラッシュ,短い距離をダッシュして数秒間、攻撃速度と射程が増加し、<OnHit>通常攻撃時効果</OnHit>で魔法ダメージを与える。効果時間中に通常攻撃を命中させた場合、このスキルのクールダウンが一定割合解消される。 ,/img/spell/GwenE.png
215,43,R,針仕事,針を投げ、命中した敵にスロウ効果と魔法ダメージを与えて、チャンピオンに命中した場合は「裁断」を適用する。<br><br>このスキルは最大2回まで再発動可能で、再発動するたびに投げる針の本数とダメージが増加する。 ,/img/spell/GwenR.png
216,44,P,ウォーパス,増加移動速度の一定割合と同量だけ攻撃力が増加する。,/img/spell/Hecarim_Passive.png
217,44,Q,ランページ,周囲の敵を斬りつけて物理ダメージを与える。1体以上の敵にダメージを与えた場合、それ以降に行う「ランページ」のダメージが増加して、クールダウンが短縮される。,/img/spell/HecarimRapidSlash.png
218,44,W,ソウルドレイン,物理防御と魔法防御を獲得する。また、周囲にいる敵に魔法ダメージを与えて、それらの敵が受けたあらゆるダメージの一定割合を体力として回復する。,/img/spell/HecarimW.png
219,44,E,チャージ,移動速度が短時間増加し、ユニットを通り抜けられるようになる。さらに次の通常攻撃に対象をノックバックする効果と、スキル発動後の移動距離に応じた追加物理ダメージが付与される。,/img/spell/HecarimRamp.png
220,44,R,スペクターズ・オンスロート,亡霊の騎士たちを召喚し、指定地点まで突撃して直線上の敵ユニットに魔法ダメージを与える。ヘカリムは到着と同時に衝撃波を放ち、付近の敵を恐怖に陥れて逃走させる。,/img/spell/HecarimUlt.png
221,45,P,ヘクステックの親和性,味方のタワーまたは自身が配置した砲台の近くにいると移動速度が増加する。,/img/spell/Heimerdinger_Passive.png
222,45,Q,H-28G革新砲,砲台を設置する。砲台は通常攻撃だけでなく、一定時間ごとに貫通レーザーを発射する(タワーに対して与えるダメージは半減する)。,/img/spell/HeimerdingerQ.png
223,45,W,ヘクステック小型ロケット,指定地点へ向け、長射程のロケット弾を5発発射する。,/img/spell/HeimerdingerW.png
224,45,E,CH-2超電磁グレネード,指定地点にグレネード弾を投げ、敵ユニットにダメージを与える。さらに中心で直撃した敵をスタンさせ、周囲の敵にスロウを与える。,/img/spell/HeimerdingerE.png
225,45,R,アップグレード！！！,天才的なひらめきによってアップグレードを開発し、次に発動するスキルを強化できる。,/img/spell/HeimerdingerR.png
226,46,P,夢想家の銘,スキルで敵チャンピオンにダメージを与えると、最後の仕上げとなるサインを施せるよう、対象を下塗りする。<br><br>2つ目の攻撃スキルを敵に命中させるとサインが完成し、対象の足元に残る。少しするとサインは爆発し、範囲内のすべての敵に魔法ダメージを与える。,/img/spell/HweiPassive.png
227,46,Q,題材: 厄災,終わりなき厄災を思い描き、壊滅的な一撃を描く力を得る。<br><br>このスキルは、フェイのスキルを攻撃スキル「荒廃の炎」、「断ち切る稲妻」、「沸き立つ大地」に置き換える。,/img/spell/HweiQ.png
228,46,W,題材: 静謐,終わりなき静穏を思い描き、爽快な作品を描く力を得る。<br><br>このスキルは、フェイのスキルを補助系スキル「流るる蒼」、「内省の泉」、「迸る光彩」に置き換える。,/img/spell/HweiW.png
229,46,E,題材: 苦悩,終わりなき苦悩を思い描き、支配欲に満ちた表情を描く力を得る。<br><br>このスキルは、フェイのスキルを行動妨害スキル「恐怖の形相」、「深淵の眼差し」、「粉砕の牙」に置き換える。,/img/spell/HweiE.png
230,46,R,絶望の渦,純粋なる絶望のビジョンを描く。最初に命中した敵チャンピオンが拡大する絵画の中心となり、周囲の敵にスロウ効果とダメージを与える。ビジョンは最大サイズに達するか、最初に命中したチャンピオンがデスすると爆発する。,/img/spell/HweiR.png
231,47,P,旧神の預言者,イラオイと、イラオイに<font color='#669900'>「器」</font>にされた者は、周囲の地形に一定時間ごとに触手を発生させる。触手は魂、<font color='#669900'>「器」</font>、イラオイの「過酷なる教訓」をくらった者を攻撃する。触手は命中すると敵に物理ダメージを与え、敵チャンピオンにダメージを与えた場合はイラオイを回復する。,/img/spell/Illaoi_P.png
232,47,Q,触手の鉄槌,触手の与ダメージが増加する。発動すると、触手を叩きつけて物理ダメージを与える。,/img/spell/IllaoiQ.png
233,47,W,過酷なる教訓,次の通常攻撃で対象に飛びかかって偶像で殴りつけ、物理ダメージを与える。周囲の触手にも対象を攻撃させる。,/img/spell/IllaoiW.png
234,47,E,魂の試練,偶像から触手を伸ばし、敵の肉体から魂を引きずり出して、自身の前に立たせる。魂は受けたダメージから一定の割合を、本体に反映させる。魂がキルされるか本体が遠く離れた場合、対象は<font color='#669900'>「器」</font>となり、その周囲に触手が発生するようになる。,/img/spell/IllaoiE.png
235,47,R,信仰震,偶像を地面に叩きつけて衝撃波を生み出し、周囲の敵に物理ダメージを与える。命中した敵チャンピオン1体ごとに、触手が1本発生する。,/img/spell/IllaoiR.png
236,48,P,アイオニアの熱情,敵にスキルを当てるとスタックを獲得する。スタック数に応じて増加攻撃速度を獲得し、最大スタックになると通常攻撃時に追加ダメージを付与する。,/img/spell/Irelia_Passive.png
237,48,Q,瞬刃,前方にダッシュして対象を攻撃し、自身の体力を回復する。これによって対象をキルするか、対象がマークされていた場合は、「瞬刃」のクールダウンが解消される。,/img/spell/IreliaQ.png
238,48,W,不屈の舞,チャージ攻撃を行う。チャージ時間が長いほど、与えるダメージが増加する。チャージ中は被物理ダメージが減少する。,/img/spell/IreliaW.png
239,48,E,無欠の連舞,2枚の刃を飛ばす。これらの刃は互いの方向に飛んで収束する。2枚の刃に挟まれた敵はダメージとスタン効果を受けてマークされる。,/img/spell/IreliaE.png
240,48,R,先陣の刃,大量の刃を飛ばす。刃は敵チャンピオンに当たると放射状に広がり、当たった敵はダメージを受けてマークされる。その後、刃が壁を形成し、この壁を越えた敵はダメージとスロウ効果を受ける。,/img/spell/IreliaR.png
241,49,P,モリノトモダチ,アイバーンはエピック以外のモンスターに対して、攻撃することも攻撃されることもない。ジャングルキャンプに時間が経つことで成長する小さな魔法の森を作ることができる。小さな森が完全に成長すると、モンスターを逃がしてゴールドと経験値を獲得できる。,/img/spell/IvernP.png
242,49,Q,ネッコナゲ,魔法の根を飛ばし、命中した敵ユニットにダメージを与えてスネア状態にする。味方はスネア状態になった敵に向かってダッシュできる。,/img/spell/IvernQ.png
243,49,W,シゲミヅクリ,茂みの中にいると、自身および周囲の味方の通常攻撃が追加魔法ダメージを与える。このスキルを発動すると茂みを作り出せる。,/img/spell/IvernW.png
244,49,E,タネバクダン,味方にシールドを付与する。少しすると爆発して、周囲の敵にスロウ効果とダメージを与える。敵に命中しなかった場合は、シールドがリフレッシュされる。,/img/spell/IvernE.png
245,49,R,デイジー！,守護者である友達のデイジーを召喚して、一緒に戦わせる。再発動するとデイジーに攻撃または移動を指示できる。,/img/spell/IvernR.png
246,50,P,テイルウィンド,ジャンナに向かって移動する際、味方チャンピオンは移動速度が増加する。<br><br>通常攻撃時効果および「ゼファー」で、増加移動速度の一定割合にあたる追加魔法ダメージを与える。,/img/spell/JannaP.png
247,50,Q,ハウリングゲイル,大気を操り、小さな竜巻を生み出す。竜巻は時間とともに成長し、時間がたつか再度このスキルを使うことで指定方向へ直進して、進路上の敵ユニットにダメージとノックアップを与える。,/img/spell/HowlingGale.png
248,50,W,ゼファー,風の精霊を召喚し、自動効果として移動速度が増加すると同時に、ユニットをすり抜けるようになる。発動すると対象に風の精霊を飛ばして、ダメージとスロウ効果を与える。,/img/spell/SowTheWind.png
249,50,E,ストームブレス,対象に魔法の風を呼び寄せる。風はシールドとなって味方チャンピオンやタワーをダメージから守ると同時に、攻撃力を増加させる。,/img/spell/EyeOfTheStorm.png
250,50,R,モンスーン,魔法の嵐に包まれ、周囲の敵を吹き飛ばす。その後詠唱を続け、癒しの風によって範囲内の味方の体力を回復する。,/img/spell/ReapTheWhirlwind.png
251,51,P,武魂の律動,最初の通常攻撃が命中する際、対象の現在体力に応じた追加物理ダメージを与えるが、同一の敵に対しては数秒間に一度しか発動できない。,/img/spell/JarvanIVP.png
252,51,Q,ドラゴンストライク,槍を伸ばして貫通した敵ユニットに物理ダメージを与え、物理防御を低下させる。さらに「デマーシアの旗印」にこのスキルが命中した場合、自身をそこまで引き寄せ、通り道にいた敵をノックアップさせる。,/img/spell/JarvanIVDragonStrike.png
253,51,W,ゴールデンイージス,デマーシアの歴代王の力を借りて、ダメージを防ぐシールドを発生させ、周囲の敵にスロウを与える。,/img/spell/JarvanIVGoldenAegis.png
254,51,E,デマーシアの旗印,デマーシアの誇りを胸に抱き、自動効果で攻撃速度が増加するようになる。発動すると指定地点にデマーシア軍の旗を投げ、地面に突き刺さると同時に魔法ダメージを与える。この旗は味方を鼓舞し、自身を含む味方チャンピオンの攻撃速度が、自動効果と同じ分だけ増加する。,/img/spell/JarvanIVDemacianStandard.png
255,51,R,決戦場,ジャーヴァンⅣが対象に向かって雄々しく跳躍して、物理ダメージを与える。着地と同時に猛烈な力で地面を踏みつけ、周囲の地形を変化させて対象を囲い込む。周囲の敵も着地時にダメージを受ける。,/img/spell/JarvanIVCataclysm.png
256,52,P,アサルトアタック,ジャックスは通常攻撃ごとにスタックが溜まり、そのスタック数に応じて攻撃速度が増加する。,/img/spell/Armsmaster_MasterOfArms.png
257,52,Q,リープストライク,対象のユニットに跳躍し、敵ユニットの場合は武器で攻撃する。,/img/spell/JaxQ.png
258,52,W,パワーバッシュ,武器に力を込め、次の攻撃で追加ダメージを与える。,/img/spell/JaxW.png
259,52,E,カウンターストライク,短時間、その卓越した戦闘技術を用いてあらゆる通常攻撃を回避した後、すばやく反撃に転じて、周囲の敵ユニットにスタン効果を付与する。,/img/spell/JaxE.png
260,52,R,ウェポングランドマスター,3回連続して通常攻撃を行うたびに、追加魔法ダメージを与える。また、このスキルを発動すると周囲にダメージを与え、決意を固めて短時間、物理防御と魔法防御が増加する。,/img/spell/JaxR.png
261,53,P,ヘクステック・コンデンサー,武器を切り替えると少しの間移動速度が増加する。,/img/spell/Jayce_Passive.png
262,53,Q,スカイバスター/ショックブラスト,ハンマーモード: 敵に飛びかかって物理ダメージとスロウ効果を与える。<br><br>キャノンモード: 電流の玉を発射し、敵に命中するか最大射程に達すると爆発して、範囲内の敵ユニットに物理ダメージを与える。,/img/spell/JayceToTheSkies.png
263,53,W,ライトニング/ハイパーチャージ,ハンマーモード: <br>自動効果: 攻撃のたびにマナが回復する。<br>発動効果: 雷のフィールドを発生させ、周囲の敵に数秒間ダメージを与える。<br><br>キャノンモード: 爆発的なエネルギーを得て、次の数回の攻撃速度が最大まで増加する。,/img/spell/JayceStaticField.png
264,53,E,サンダーブロー/アクセルゲート,ハンマーモード: 敵に魔法ダメージを与え、わずかに突き飛ばす。<br><br>キャノンモード: そこを通過したすべての味方チャンピオンの移動速度が増加する「アクセルゲート」を配備する。「ショックブラスト」が「アクセルゲート」を通過すると、弾速、射程、ダメージが増加する。,/img/spell/JayceThunderingBlow.png
265,53,R,マーキュリーキャノン/マーキュリーハンマー,ハンマーモード: 「マーキュリーハンマー」が「マーキュリーキャノン」に切り替わり、スキルが変化すると同時に射程距離が広がる。モード変更後の最初の一撃には、対象の物理防御と魔法防御を低下させる効果がつく。<br><br>キャノンモード: 「マーキュリーキャノン」が「マーキュリーハンマー」に切り替わり、変化と同時に物理防御と魔法防御が増加する。モード変更後の最初の一撃には魔法ダメージが追加される。,/img/spell/JayceStanceHtG.png
266,54,P,この銃の名は｢囁き｣,ジンの「囁き」は極めて精密に作られた銃である。弾倉は4発、一定の速度でしか発射できないが、最後の弾丸に黒魔術による特殊な効果が生まれ、クリティカル及び減少体力に応じた追加ダメージが発生する。また、クリティカルが発生すると自身の移動速度が増加する。,/img/spell/Jhin_P.png
267,54,Q,｢爆ぜ狂う果実｣,指定した敵ユニットに特殊なグレネードを放り投げる。グレネードは最大4体まで敵ユニットの上を跳ねながらダメージを与え、ユニットを倒すたびに与えるダメージが増加する。,/img/spell/JhinQ.png
268,54,W,｢死者への狂奏曲｣,持っている杖から長射程の弾丸を1発発射する。この弾はミニオンおよびモンスターを貫通するが、敵チャンピオンは貫通しない。命中した対象がその前に味方チャンピオン、「女神の足跡」、またはジンからのダメージを受けていた場合、スネア効果を付与する。,/img/spell/JhinW.png
269,54,E,｢女神の抱擁｣,指定地点に、敵ユニットが上を通過すると花開く「女神の足跡」を設置する。「女神の足跡」は発動すると範囲内の敵ユニットをスロウ状態にし、その後爆発して魔法ダメージを与える。<br><br><font color='#FFFFFF'>「死とは、かくも美しい…」 -</font> ジンが敵チャンピオンをキルすると、そのユニットの上で「女神の足跡」が発動し爆発する。,/img/spell/JhinE.png
270,54,R,｢終演 -フィナーレ-｣,詠唱とともに「囁き」と手に持った杖を合体させ、長銃へと変形させる。発射される4発の特殊な弾丸は非常に長い射程距離を持ち、ミニオンおよび中立モンスターを貫通して発射する事ができるが、敵チャンピオンを貫通しない。命中した敵に減少体力に応じたダメージを与え、スロウ効果を付与する。最高の技術で大胆かつ繊細に作り上げられた4発目は、より大きな威力を秘めており確実にクリティカルが発生する。,/img/spell/JhinR.png
271,55,P,超エキサイティン！,敵チャンピオン、エピックジャングルモンスター、建造物のキルまたは破壊に貢献すると、移動速度と攻撃速度が大幅に増加する。,/img/spell/Jinx_Passive.png
272,55,Q,スイッチング！,スキルを使用するたび、通常攻撃が「パウパウガン」(ミニガン)と「フィッシュボーン」(ロケットランチャー)の間で切り替わる。「パウパウガン」で敵を攻撃し続けると攻撃速度が増加する。「フィッシュボーン」は射程が長く、範囲ダメージを発生させることができるが、攻撃速度が低下してマナを消費するようになる。,/img/spell/JinxQ.png
273,55,W,シビレーザー！,スタンガンの一種であるシビレーザーを発射する。最初に命中した敵にダメージとスロウ効果を与え、さらに可視状態にする。,/img/spell/JinxW.png
274,55,E,パックンチョッパー！,一列にならんだ爆雷を3個投げる。敵チャンピオンが爆雷に触れるとトラップが起動してスネア効果を与える。爆雷は触れられなくても5秒後に自動的に爆発し、周囲にいる敵にダメージを与える。,/img/spell/JinxE.png
275,55,R,スーパーメガデスロケット！,指定方向にどこまでも直進してゆくスーパーメガデスロケットを発射する。<br>発射したロケット弾が敵チャンピオンに命中すればその場で爆発し、周囲の敵にもダメージを与える。ダメージは敵の現在体力が少ないほど威力が増加する。,/img/spell/JinxR.png
276,56,P,不屈の本能,スキルが対象をマークする。マークされた対象への次の通常攻撃は、与えるダメージが増加する。<br><br>「オールアウト」中はあらゆる通常攻撃とスキルが与えるダメージが増加する。,/img/spell/Icons_KSante_P.png
277,56,Q,破撃のエントーフォ,武器を叩きつけ、短い直線上にいた敵にダメージとスロウ効果を与える。<br><br>命中時に「破撃のエントーフォ」のスタックを獲得する。2スタックになると衝撃波を放って、敵を自身の方向に引き寄せる。<br><br>「オールアウト」中はクールダウンが短縮される。,/img/spell/KSanteQ.png
278,56,W,切り開く猛進,被ダメージを軽減させながらチャージし、その後ダッシュして敵をノックバックしてスタンさせる。<br><br>「オールアウト」中は与ダメージが増加するが、ノックバックとスタンを与えなくなる。,/img/spell/KSanteW.png
279,56,E,辰砂の足取り,ダッシュしてシールドを獲得する。味方を対象にした場合は距離が増加し、自身と味方の両方がシールドを獲得する。<br><br>「オールアウト」中はクールダウンが短縮され、速度が増加する。,/img/spell/KSanteE.png
280,56,R,オールアウト,敵をノックバックし、敵は通り道のあらゆる壁を通り抜けて弾き飛ばされる。その後、自身は「オールアウト」状態になり、その敵をダッシュして追いかけ、防御力が低下する代わりにダメージと体力回復量が大幅に増加し、スキルが変化する。,/img/spell/KSanteR.png
281,57,P,ヴォイドスキン,カイ＝サの通常攻撃はプラズマスタックを付与し、スタック数に応じて与える追加魔法ダメージが増加していく。味方の移動不能効果もプラズマスタックを付与する。さらに、アイテム購入によってアルティメット以外のスキルがアップグレードされる。,/img/spell/Kaisa_Passive.png
282,57,Q,イカシアの雨,多数のミサイルを乱射する。ミサイルは周囲の敵を追尾する。<br><br>共生兵器: 「イカシアの雨」がアップグレードされて、ミサイル数が増加する。,/img/spell/KaisaQ.png
283,57,W,ヴォイドシーカー,遠距離ミサイルを発射して、命中した敵にプラズマスタックを付与する。<br><br>共生兵器: 「ヴォイドシーカー」がアップグレードされて、付与するスタック数が増加し、チャンピオンに当たるとクールダウンが短縮されるようになる。,/img/spell/KaisaW.png
284,57,E,スーパーチャージ,一時的に移動速度が増加し、その後攻撃速度が増加する。<br><br>共生兵器: 「スーパーチャージ」がアップグレードされて、一時的にインビジブル状態を獲得できるようになる。,/img/spell/KaisaE.png
285,57,R,キラーヴォイド,敵チャンピオンの近くまでダッシュする。,/img/spell/KaisaR.png
286,58,P,戦の所作,通常攻撃または「貫魂の一投」の準備アクション中に移動指示を出すと、攻撃時にその方向へ跳躍して移動する。,/img/spell/Kalista_Passive.png
287,58,Q,貫魂の一投,高速で飛ぶ槍を投げる。命中した敵の体力がゼロになると、槍がその敵を貫通する。,/img/spell/KalistaMysticShot.png
288,58,W,執念の霊魂,カリスタと「魂盟の同志」が同じ対象を攻撃すると追加ダメージを与える。<br><br>スキルを発動すると霊魂を飛ばして周辺を偵察させ、霊魂の前方エリアを可視状態にする。,/img/spell/KalistaW.png
289,58,E,引き裂く遺恨,通常攻撃するたびに、対象に槍の幻影が残る。発動すると槍の幻影が炸裂し、対象に刺さった槍の本数に比例するダメージを与え、スロウ効果を付与する。,/img/spell/KalistaExpungeWrapper.png
290,58,R,宿命の呼び声,「魂盟の同志」を強制的に自身の近くに吸い寄せる。カリスタの元に吸い寄せられた「魂盟の同志」は自分で指定した地点に突撃でき、範囲内にいる敵ユニットをわずかにノックバックさせる。,/img/spell/KalistaRx.png
291,59,P,寄せ火,自身の攻撃スキルが「マントラ」のクールダウンを短縮する。,/img/spell/Karma_Passive.png
292,59,Q,心炎,精神の炎を解き放ち、敵に命中すると爆発してダメージを与える。<br><br>マントラボーナス: 爆発の威力が増し、さらに対象の足下に力場を発生させて範囲内に時間差でダメージを与える。,/img/spell/KarmaQ.png
293,59,W,魂縛,自身と標的を鎖でつなぎダメージを与え、ステルス状態を見破る。効果終了時まで鎖が破壊されなければ、敵はその場でスネア状態となり再びダメージを受ける。<br><br>マントラボーナス: 鎖が強化され自身の体力を回復し、敵に与えるスネア状態の効果時間が延長される。,/img/spell/KarmaSpiritBind.png
294,59,E,激励,指定した味方ユニットにシールドを付与し、ダメージから守ると同時に移動速度を増加させる。<br><br>マントラボーナス: 対象からエネルギーが放射され、初期シールドを強化し、周囲にいる味方チャンピオンにも「激励」の効果を付与する。,/img/spell/KarmaSolKimShield.png
295,59,R,マントラ,カルマが次に使用するスキルを強化し追加効果を付与する。<br>「マントラ」はレベル1から使用でき、スキルポイントを必要としない。,/img/spell/KarmaMantra.png
296,60,P,怨嗟の叫び,カーサスは死亡すると同時に霊体化し、その場でスキルを発動できるようになる。,/img/spell/Karthus_Passive.png
297,60,Q,根絶やし,指定地点を時間差で爆発させ、周囲の敵にダメージを与える。命中した敵が1体の場合は与えるダメージが増加する。 ,/img/spell/KarthusLayWasteA1.png
298,60,W,嘆きの壁,エネルギーを搾取する霊的な壁を出現させ、そこを通り抜けた敵の移動速度と魔法防御を一定時間低下させる。,/img/spell/KarthusWallOfPain.png
299,60,E,冒涜,自動効果として、カーサスが倒した敵から生気を奪いマナを回復する。<br>発動すると自身の周囲に倒した獲物の魂を召喚し、範囲内の敵にダメージを与えるがマナを著しく消耗する。,/img/spell/KarthusDefile.png
300,60,R,鎮魂歌,3秒間の詠唱後、マップ中の敵ユニットチャンピオンにダメージを与える。,/img/spell/KarthusFallenOne.png
301,61,P,ヴォイドストーン,受ける魔法ダメージが減少し、ユニットをすり抜けられるようになる。,/img/spell/Kassadin_Passive.png
302,61,Q,ヴォイドスフィア,指定した対象にヴォイドエネルギーの球体を発射してダメージを与え、詠唱を妨害する。<br>さらに余ったエネルギーがカサディンを包み込み、短時間魔法ダメージを防ぐシールドを発生させる。,/img/spell/NullLance.png
303,61,W,ネザーブレード,自動効果: 通常攻撃に追加魔法ダメージが付与される。<br><br>発動効果: 次の通常攻撃に強烈な追加魔法ダメージが付与され、敵に命中するとマナが回復する。,/img/spell/NetherBlade.png
304,61,E,ヴォイドパルス,自身の付近でスキルが使用されると、そのエネルギーを「ヴォイドパルス」にスタックする。スタックが溜まると同時に「ヴォイドパルス」が発動可能になり、使用すると扇状の範囲内の敵にダメージを与え、スロウ効果を付与する。,/img/spell/ForcePulse.png
